0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
-715.903,78.70289,11.734134,21.876966,8.057434,9.532797,0.5238708,-5.8471284,-9.316472,1.7357908,1.8329068,-1.0768867,5.0057807,3.3669753,-1.907695,6.2938876,-1.0065763,-1.4444969,3.7547128,5.063712,-4.2818274,0.22310022,-2.7428286,-1.4276931,-0.09866186,1.06043,-0.4499569,2.5990925,0.9608274,2.1854994,1.8064194,-1.3396982,-1.7140929,2.4975145,0.09588255,2.588581,-1.5732888,-0.03342187,-0.88049424,0.7990183,0
-627.0065,68.1695,1.3796933,13.168434,4.23499,7.6933293,-11.795643,-5.309961,-4.303089,-11.24742,-5.1228585,-2.8993635,-1.1259513,-0.48996028,-0.46489918,-0.19683537,-1.6132449,0.6318961,-2.2303514,3.568341,0.18226525,-3.285748,-2.8770993,1.9982163,-4.3138285,1.3865974,0.95998484,3.3171632,-0.6293662,3.3915825,2.2100534,0.58224094,-2.7484288,1.0996263,2.2195375,2.1430445,0.24368006,-0.070658416,-0.77187556,3.4839275,3
-723.861,67.71333,17.525837,18.900745,9.379902,14.015415,6.6423473,-1.2258534,-1.1340523,1.577321,3.3810468,-0.5195056,4.1614103,1.664654,3.8766992,4.342581,-2.8501308,3.8691332,0.34762594,3.730486,-5.0454326,1.2187319,-0.71413445,-1.6819417,-0.4239728,1.3934982,-1.90705,2.2230477,-0.87764764,3.0523365,-0.17084628,-0.8181247,-1.5026143,-0.47573382,-1.219712,1.157884,-1.3767332,-1.6753868,-2.8714797,-1.2601045,3
-732.98645,78.076355,15.735543,23.261412,8.658744,14.379047,3.9791167,-3.0775936,-3.5722995,2.4463723,5.991096,-0.16837214,5.680999,2.4365585,-0.4532779,5.6524444,-1.9301188,-0.7919837,-1.225002,3.2970724,-4.355481,3.006542,-2.359158,-1.3140053,-1.3395898,0.1321769,-2.2902405,3.0862112,-0.818499,1.8294086,-1.3334259,-0.4770908,-1.2661223,-0.3518986,-1.0298219,0.94825095,-1.6055827,-2.8641634,-1.9201549,-2.2177384,3
-654.69855,74.02737,7.652389,11.666947,3.1704686,8.507204,-6.518874,-4.8441687,-8.389835,-0.7483009,5.2490163,-5.1842017,-1.6167285,0.67030215,-0.6858566,0.945763,-2.8028708,1.0756071,2.0811458,0.63665706,-2.3694396,1.3363147,-2.5606291,-2.8321226,0.16190927,-0.2704109,-1.3767518,1.2254974,-2.0053842,1.0842808,-2.4502685,-1.5769634,-1.274324,-0.50382406,-2.2765067,-0.15407324,-3.38993,-1.5955958,-1.3093065,3.922068,2
-703.7762,66.42249,19.787405,26.298813,13.855947,13.154053,-2.1381304,-1.5377104,-8.650709,1.6592337,-1.1192975,-1.666308,3.1653137,1.9337499,2.218111,9.268323,-3.4936793,-4.936685,5.4078007,-0.21500003,-4.395263,3.2372797,-4.755234,-0.3311399,-1.3248374,0.62964976,0.19149108,2.1625533,0.7368615,-0.4881208,-1.797265,0.7518271,-0.016023615,3.7704816,0.5737553,2.4059331,-1.4972757,-1.4487562,-1.2039717,-0.3831495,1
-308.13205,28.794731,-34.225906,-1.8920791,-16.356474,-10.079813,-11.610136,-2.4679918,-12.037071,-3.9560537,2.443847,-10.726728,-0.20243394,-5.880281,-8.1339655,-4.758496,-1.6965789,-3.189862,6.5371885,6.9172063,2.5810409,7.773752,5.357305,-0.33342877,0.031557135,4.044818,-3.599735,4.967204,-0.34338787,2.7596605,1.1489528,1.4193375,-2.2989926,3.2358186,-0.41090682,2.047617,0.90509856,1.7897868,1.7563708,4.190754,4
-602.4187,69.21302,-2.1917892,15.800039,9.477313,8.560689,-10.998532,-2.4758039,-3.7087872,-10.301156,-1.0999036,-3.5155022,-1.4011607,3.4608574,3.1623702,3.2471855,-0.35100865,3.3012662,0.36026716,7.3295746,-0.7461806,-1.0414141,-0.19845846,4.7853265,-0.106657654,3.1284127,1.6193578,5.7650323,1.5583057,3.302309,2.647196,2.603202,0.25881058,3.5512142,6.420266,6.270873,6.7610106,8.846513,7.5096354,10.733185,3
-721.0801,77.45757,11.886748,18.835081,7.2609973,8.260444,3.6055288,-2.0670712,-6.146662,1.37072,1.8921256,-1.7457559,6.255492,3.4824123,-4.3559113,7.7823806,-1.1764015,-0.08017569,3.2345808,2.6252484,-5.0855303,1.0158182,-1.9786712,-0.968501,0.06212774,1.688355,-0.37981415,3.1733022,0.8133982,1.7040408,2.0032122,-0.040244646,-1.28874,2.178624,-1.5963451,1.9415355,-1.6512223,-1.9774911,-2.8030565,-0.32296574,0
-590.0207,57.03427,7.568265,12.756017,-1.1029315,6.9063587,-4.6993046,-5.3661985,-7.6339574,0.28036013,6.0451984,-4.1978908,-0.9641295,3.1457553,1.7805809,1.1397591,-3.6874664,0.19361508,-0.38135824,-1.0388223,-3.353318,2.584939,-0.41635245,5.5454955,2.656282,5.531647,-0.25711098,5.5648108,0.69232255,5.221139,1.7571906,1.3141235,1.4272126,2.4928353,1.7185109,3.3685048,-1.3523895,-0.37896308,-0.7591177,3.5974824,2
-675.03546,69.58824,14.145518,20.06482,8.973775,11.287878,-4.2066016,-3.8166304,-9.052096,-2.9882708,0.12732084,-8.130533,1.6048638,-0.7145666,2.5416598,9.662514,-2.855896,-4.535982,4.8359632,0.59537697,-4.646754,2.6591227,-6.6332045,-1.8880086,-1.8831362,1.198484,-2.0169733,1.1483271,-1.3077128,-0.5123187,-2.9153817,-0.61749667,-1.0890875,2.0688188,-1.5703143,2.262835,-4.2627335,0.8554229,-3.2754738,2.2710218,1
-758.80396,67.603195,25.756124,25.50838,12.367514,17.068718,0.27866042,1.7417898,-0.65114087,3.0882113,3.432896,0.17115131,0.0685304,0.87159604,0.7123353,6.53269,-0.7900573,0.0045204884,2.3364933,2.0022323,-2.728722,2.7713392,-4.990996,-0.66099966,-1.2469825,1.64469,-1.4068185,4.1600275,-0.7672551,2.5782,-1.2417367,0.16281599,-2.0580647,1.3774028,-0.66301334,1.723034,-1.2184856,1.2841483,-1.7728882,1.0504862,1
-705.03375,63.129875,11.277291,22.14161,7.3010783,9.670701,-0.59247464,-6.0662704,-8.362762,1.7399251,0.68473303,-3.6893234,4.605137,1.8461086,-3.173412,7.972179,-0.13170208,-2.1805203,5.21482,2.0113893,-4.562907,1.5867223,-3.440897,-2.4389842,-0.7953564,0.5123372,-1.5967283,1.1577051,-0.30045104,1.3062333,-0.86274695,-0.95513713,-1.0458139,1.1330378,-0.46355203,0.032039642,-3.2389386,-2.9460275,-2.992429,0.2529646,0
-738.932,62.640625,22.596676,29.078651,12.168089,13.386198,3.981242,-0.013079326,-7.635355,5.744979,1.2379835,-1.0984671,2.9493334,1.815816,0.751693,4.979029,-1.9680527,2.085706,3.4436922,0.75783074,-2.0752404,2.5760775,-3.8751059,-1.0868411,0.33518088,2.5522864,-1.1626139,3.2638204,-0.40607262,1.6889297,-1.3924712,0.17070335,0.74899465,0.72376275,1.2038498,2.0154512,-0.70743537,1.0668812,-0.0073706307,2.689512,1
-753.58887,64.07695,25.93724,31.42826,12.971191,16.848597,1.5346541,0.94309795,-0.8384842,6.5580773,6.633714,1.4525998,1.3629792,2.0737443,0.8590861,4.851501,-0.049238764,0.86627316,2.2730868,4.108717,-4.3945713,3.1505075,-4.939349,-0.27827972,-1.2661818,3.5015461,0.30141956,2.7190218,-0.62915635,0.25938544,-1.8672632,1.952379,-0.0026129151,4.3110714,2.5958743,2.435278,-1.4201831,-0.7517647,-2.3309672,1.9167739,1
-654.4762,69.76768,2.5185084,18.918531,0.19444104,14.805716,-0.29634616,-2.6798863,-6.566931,2.4398916,4.336308,-4.4149933,3.6579,1.4752743,0.4825019,1.7241104,-4.2896595,1.5347582,3.8829174,-1.8463303,-3.9789946,1.528644,-1.6475451,-3.5777223,-1.3460139,-1.153095,-1.4809555,0.41368106,-0.42144915,1.6831671,-2.2050164,-1.1248419,-1.6321119,-1.7996064,-2.091808,2.5175889,-1.9279901,0.108198054,0.40317267,4.8104625,2
-700.6691,61.94449,16.563702,23.934639,13.160362,13.021249,-0.873679,-4.2724843,-2.8769164,6.556922,2.995481,-1.979294,1.9925878,-1.2650971,-1.5081053,6.5883493,-1.565402,-1.2843288,3.006742,2.6557999,-6.578893,2.6256046,-5.670537,-1.1096638,-2.8596199,2.3616865,-1.2004027,1.0445325,-1.291791,0.35397822,-3.192658,-1.4568408,-1.1913748,1.7960536,-0.87599605,1.3646533,-1.8192967,-1.2199807,-2.1483772,1.1217685,1
-406.01895,31.163988,-20.506668,7.674145,-7.769273,-9.754371,-6.9765787,-2.1351464,-12.1015005,-3.7300217,1.508109,-9.447478,1.0100318,-1.5029322,-7.4008837,-1.193445,-3.750083,-3.271571,2.117213,1.7873679,0.79133785,4.639258,0.43786958,5.5623913,3.513701,5.2289925,1.0512077,5.7946515,2.9583657,3.8703518,2.0958066,0.69159514,1.7130847,4.1571336,1.5615132,2.980562,0.08672794,0.92640936,0.36612764,0.7863686,4
-650.8451,66.96547,1.3563602,17.984829,8.0319805,7.33974,-6.2733293,-4.5376673,-4.1182942,-5.231797,1.0805774,-1.3929228,-2.7466207,1.4183824,-0.10519028,-0.6902822,0.16785216,2.3921635,-1.2679276,4.004509,-0.73973584,1.1311378,-4.2649565,4.416485,-2.707431,0.105553724,1.1036775,2.876082,-0.33281755,2.908339,2.685007,1.2800562,-0.15618956,2.9905667,1.7328441,4.3765597,1.8513085,2.5295253,-0.48587704,3.654548,3
-348.1521,33.92854,-36.286385,1.5154355,-18.215143,-11.785227,-8.31273,-2.7410753,-13.257161,-4.073733,5.1641555,-10.437905,-0.76754594,-3.0630603,-8.157825,-2.6074667,-1.3553139,-3.55753,6.416337,7.581273,5.5777583,11.680174,6.8569193,2.7321653,0.2512816,7.1741023,-1.2957072,7.1603255,0.21028484,2.04746,2.7616253,2.9550636,0.723919,2.4619071,-1.4881516,3.6405308,1.4676428,1.4379133,0.8881745,5.536557,4
-719.9922,69.0076,11.667117,24.636492,10.302357,11.5218525,2.4911363,-2.358382,-8.512201,4.679047,2.9107504,-2.5978615,4.919334,2.1625597,-2.409358,7.8682,0.22394603,-0.67432034,4.6661053,2.7552788,-4.146826,1.7535001,-2.0140874,-2.1503398,-0.5800915,0.89335376,-1.1460236,1.7338111,-1.1377038,0.49559593,1.227905,-0.7996499,-0.8748987,2.0839272,-1.037228,1.8028407,-1.2978905,-1.3423843,-2.442771,-0.06600979,0
-746.5501,69.96842,16.890827,20.306791,9.945552,15.924169,3.6275024,-3.9551914,-0.014220208,1.9389956,2.5387146,-1.033367,0.47396347,1.6293017,3.1614947,5.733186,-2.9190156,1.8360637,-1.1279588,2.6069086,-4.585245,0.832166,-2.9714284,-0.15263991,-2.0819535,2.4554217,-2.0306199,2.9890554,-0.46279648,2.3678792,-1.1159617,0.08744171,-1.5835679,1.0753884,-1.4187003,2.1595995,-2.038439,-1.1800884,-2.878085,-0.77363604,3
-512.2807,45.784435,-15.426368,2.9492898,-3.094587,3.871267,-12.213767,-15.079066,-9.132537,-2.893851,1.9150115,-7.767119,-3.9484067,0.7279734,-1.1564397,2.094889,-4.6447067,6.1416616,-1.8288366,-2.0188823,-4.9116807,2.1378381,-0.7041678,10.242398,12.736665,19.690111,12.760901,11.018777,0.2945875,6.338626,0.94297475,5.258615,2.8071997,1.1806184,-1.0189097,5.8431926,-0.47064796,0.911845,-1.5145524,0.50759596,2
-588.6294,45.67984,7.0943136,14.3749075,0.89975435,2.1648262,-4.7386923,-6.011127,-6.2457867,0.8425205,0.9832232,-6.1549907,2.5347545,-0.34019002,-2.54849,0.36556613,-4.052048,0.9145479,4.225714,-0.3013567,-2.9521737,-0.62093806,-4.1336064,-1.1563016,-0.6847375,2.1190422,2.3499696,4.074385,0.39419726,0.69192094,-0.9434631,-0.39410383,-0.53067833,2.5596097,0.42574593,1.0364225,-2.5517578,-0.9019753,-0.44573185,1.2821201,4
-620.98987,66.250694,6.679736,17.654858,3.1984563,11.719034,-1.9301441,-3.1977105,-4.7400312,-2.8253431,3.8008523,-7.6322174,-0.53865236,1.4579186,-2.2456434,1.4421749,-2.763382,2.983448,0.71082264,-0.6279436,-2.6933994,0.078967,-3.7776246,-2.1150317,-2.5803504,-0.025814444,-1.4260594,3.3822548,-1.5478879,2.83195,0.92434394,2.1847167,1.728583,3.82381,3.3035355,5.5626855,1.7508419,2.685527,1.2793005,4.8741674,2
-688.5508,78.53964,15.333403,20.047438,5.465443,18.015852,-2.3630214,-2.9591937,-6.458836,0.62806666,3.040219,-2.711582,2.5872111,-0.21993856,-2.5903847,3.8688376,-2.544285,-0.68838257,1.3304299,-0.12572618,-2.108311,1.4899713,-1.5580242,-0.118849665,-1.6619339,0.659421,2.6012335,3.3130157,4.4564,5.114706,2.8826735,1.8726302,0.58882457,1.5511601,1.4377357,5.2627316,2.2066565,3.245501,1.8860078,3.6932952,2
-744.44244,73.08598,23.46634,26.908575,14.554662,13.944121,0.05298058,1.1780512,-4.523568,4.7366776,3.2830186,1.4163419,0.49901557,2.8127742,-1.2439555,5.440488,-2.5259802,1.8119661,0.7567672,2.428077,-3.120429,2.3384998,-3.6525695,-1.2285627,-0.1453833,0.95024,0.776359,1.6103872,-1.4851707,0.30278653,-0.8972563,-0.78511614,0.26466045,2.0883713,-1.2327101,1.6679797,-3.4297125,0.29242212,-0.36329547,1.9784932,1
-601.13245,62.43456,9.881393,15.744584,-1.4836142,8.108685,-7.60008,-8.88586,-4.156866,1.4432864,-0.1521669,-4.8140845,3.8108175,-3.7429647,-0.03618961,3.2138393,-3.3245344,0.53008044,-1.541628,4.5335402,-2.0350351,-0.04259584,-2.8127062,0.16517322,-3.0199916,1.9237654,-1.5030534,2.5877652,-0.90334445,2.5006943,2.0317028,3.250924,3.7193284,4.9195533,1.7105364,3.2029064,0.14969708,0.84494543,-0.17349845,3.357559,6
-650.8879,57.039402,13.668336,21.104517,5.152676,10.002275,-4.018697,-8.257442,-3.1352289,2.6990767,-0.6439814,-3.3583841,2.7717304,0.4406838,-2.500199,5.1390343,-3.2898388,-1.2076074,-0.121517256,2.8409772,-2.2424932,-2.3569007,-0.4563601,0.29789257,-5.2049184,5.0987444,-1.5226322,2.5387356,0.90841466,1.5293059,1.7796687,0.26588026,-0.30619803,2.0567865,0.9973976,0.35202664,0.4544103,1.7808992,1.5348722,6.0990853,5
-621.3031,37.965416,-1.8675047,14.624838,-1.2076147,8.48297,-9.523645,-13.373679,-3.3277252,-0.83465266,-3.288557,-6.2029724,-0.19033259,0.2728439,-3.5199416,2.7848752,-6.051757,-2.8431544,0.37545347,-1.0691279,-5.2064843,-2.7976835,-2.8484397,1.0517209,-2.6535308,6.874209,4.168624,4.034883,2.0948524,5.6520395,3.708861,5.590985,5.718329,7.934717,3.909356,4.035401,1.3284479,1.9520638,1.9098021,6.9502296,5
-611.6908,70.941345,12.696713,20.467157,-4.0131745,3.4868097,-6.50176,-8.386857,-3.155638,-6.960212,2.5481827,-4.138738,2.0287383,-3.3755732,-2.3801787,5.3906546,-2.4839904,0.57966346,-1.4976288,1.4475433,-4.2805786,-2.360084,-2.9168541,-1.5894897,-2.8261163,0.005486314,-1.2851533,2.253125,-1.7006832,3.3764503,-0.19687669,0.25849319,0.57613885,2.6922362,1.4348371,0.61798924,-2.0709891,-1.3412212,-2.063941,1.4503105,6
-642.1631,54.350113,2.8107293,14.003499,8.434726,5.1402035,-8.504417,-7.766603,-2.6236289,0.5369002,0.14655294,-2.0620868,0.324176,2.988119,-0.9049838,6.289958,-0.5844775,-1.356031,-1.6674278,2.907681,-2.3652296,-2.5493672,-2.457625,0.48181224,-3.5054774,3.9911916,0.4098067,3.5681565,-0.36080402,2.4121346,3.3728294,2.547123,4.1097064,8.259979,4.5492396,4.52247,0.95768577,-0.38679728,-0.5445043,4.429849,5
-613.5609,48.43517,3.2854748,10.338211,-9.710842,4.8867855,-8.862543,-9.653146,-4.6827354,-3.920442,0.870117,-6.795859,0.19333088,-4.193078,-4.411377,2.6023161,-5.717294,1.231329,0.07047757,2.078435,-1.891036,-2.1056056,-2.7666676,-0.74619853,-5.017484,1.8554415,-2.9657106,3.0894961,1.5676409,3.5096881,0.9018184,0.0054523693,-0.41557553,2.4741845,0.49712673,3.5268512,0.02329721,1.2047695,0.7329965,2.522678,6
-462.78433,28.02325,-11.827036,8.337998,-12.927633,-4.520564,-10.920675,-10.189102,-7.9217834,-8.400385,-2.0103097,-5.2119856,-4.677306,-3.5641959,-8.358822,1.3979245,-5.018998,-0.2980854,-2.689536,-1.6857377,-1.0027989,0.57375056,-0.007186555,5.831495,0.9990039,6.460161,2.7165444,4.663071,1.8041492,2.1464946,1.8431013,2.3286629,0.63853604,4.746108,3.131304,4.16998,0.33117315,1.2525501,-0.761315,3.3258047,6
-567.28265,53.90969,-2.6694586,13.6731825,3.135274,1.685507,-8.8928385,-13.2750025,-10.261248,-2.8775692,-0.39040324,-8.347839,1.8659016,1.4582919,-2.7566428,3.0512302,-7.479606,-3.3132355,-0.33554012,-3.6252058,-3.011953,-1.0425289,-3.3840504,-0.61518866,-3.6948047,0.5579929,-1.571456,2.3785899,-0.20470591,-0.018934708,-0.22193427,1.5122457,0.7785445,3.7204132,-0.16799171,3.0560055,-1.4635626,2.221193,0.6601747,3.4082587,7
-611.36835,74.415504,2.3464298,9.736807,-3.2121074,5.225238,-6.1355166,-12.652439,-2.491349,-3.376847,1.0328511,-5.039065,3.0657322,-5.1283364,-4.199054,3.9655895,-3.9871771,1.114465,-2.7933834,2.2873096,-2.4705462,-1.9617133,-2.2398753,1.0828122,-3.2992692,4.1746273,-2.334588,4.137151,-0.13197187,2.0265083,-1.9464773,1.1422334,-0.10274852,1.6980052,1.7676578,2.5639503,0.92546445,1.5315958,0.8422926,2.565871,6
-488.52588,43.459038,-33.397907,5.0723834,-5.50847,-3.124968,-20.045273,-13.801299,-13.713297,-7.605529,3.3634229,-15.418544,1.3537296,9.149195,-5.7894883,5.243096,-0.12118594,-0.80948246,2.0676725,5.8749094,1.6560913,3.5366516,7.8704777,11.683667,6.4726024,9.992597,1.281249,4.1139293,1.5926238,1.3458053,3.3171108,2.302418,-0.08385777,1.6217401,4.761392,2.865209,-1.3785712,0.5122857,-1.2786431,1.1511183,5
-745.0838,67.09812,17.846302,21.28415,5.0108337,8.220398,5.173321,-1.8807918,-4.3658633,2.6338556,3.9240575,-1.3935864,5.1752205,1.015142,0.112797044,4.7247243,-1.0907272,1.2186137,3.5803692,3.4302175,-0.2769659,2.1040568,-0.713163,1.7398082,0.28066096,2.5731125,0.107696705,2.5185394,-0.40491012,2.3185618,0.101240136,0.61306775,-0.1450897,1.7891077,-0.25563297,2.251883,-1.0729154,0.42443264,-0.16191407,1.8698788,7
-661.6402,73.48107,11.406443,25.381544,1.154301,4.9898825,1.0442787,-7.676696,-1.8878946,4.1645317,-0.18098044,-4.390177,2.529452,-2.3667636,-5.568529,6.641843,-7.9793887,-1.6724448,1.1668158,1.618196,-4.167196,-0.89987254,-1.6386069,-1.1429429,-2.2274415,3.8549895,-2.7104454,3.7263162,-1.2231134,1.0018004,-0.8226171,1.7734824,0.8307773,2.2647157,-1.2859191,0.3618128,-2.1478882,0.3715861,0.14405857,2.1303277,7
-430.17526,14.422278,-26.226112,-0.13303024,-13.581584,-9.23335,-17.799456,-15.760422,-9.251348,-4.5673804,-3.0110166,1.3260719,2.3904788,11.82428,-1.654792,-2.4728627,-3.4131951,-4.2826004,2.818181,12.335692,7.225637,7.490182,5.2151685,9.974715,-1.1656212,1.7183901,1.3472396,4.34058,-0.4518209,-0.8431866,-0.8613031,1.7375298,-1.1209097,1.7034628,-0.26453146,0.033268925,0.52658933,3.856887,-1.6702917,3.7804594,5
-536.2781,39.10955,3.676176,10.530795,-3.273415,-0.018885,-6.3744264,-11.300775,-8.600543,-9.81192,-0.17984554,-5.2971606,-6.130382,2.829656,-5.1937356,2.8022976,-2.7880182,3.4301224,1.9627674,4.3885255,-0.44933206,0.8390178,-3.86162,0.6696292,-1.0349593,1.5133748,-2.8312943,4.1753654,3.994234,6.3019347,3.550456,2.4892538,1.2543478,4.798731,3.9990056,8.1283865,4.978069,2.2863774,-0.7318421,2.0641239,6
-662.8346,59.912663,13.878331,17.63308,1.0059386,9.394725,0.38976792,-5.3400197,-1.2300757,-0.9749919,1.874347,-4.4747486,1.9034615,1.5096365,-0.4284696,1.3387791,-1.038253,2.3562548,3.1306028,2.1292496,-1.0613096,1.8759302,-2.6017191,-0.98930067,-2.8589067,0.81481165,-0.8236927,1.6458234,0.0022221017,1.5886706,0.7020126,1.2706808,0.39938197,1.6052785,1.0746055,2.9444299,0.18930432,0.7102584,-1.0960464,1.5173087,7
-572.0354,58.615818,2.956213,10.947807,0.045396276,1.7236916,-5.3634253,-12.038391,-6.312712,-6.614966,-3.0544658,-5.691024,0.13411061,1.3320117,-4.297794,5.980328,-5.7649717,-2.1993446,1.7296014,-0.38535514,-0.55882335,-0.19239376,-4.6804814,-1.0156493,-4.941133,1.8940108,-1.759358,2.1338224,1.8628957,0.29947922,0.8987954,-0.18383479,0.76263297,3.1764095,0.16836302,2.791222,-1.4385588,1.6388171,-1.9080414,2.5371068,7
-459.99286,18.828781,-19.269173,-2.315244,-13.718728,-2.3899167,-12.304127,-11.735599,-3.357189,-3.5359287,-2.6381347,-4.759393,5.865492,3.647492,2.260474,6.2860136,1.4096177,-0.9893443,8.504299,10.211026,5.1865563,6.447147,4.6855507,3.621052,1.2757006,8.347383,1.8071281,3.4852026,1.8454243,2.9081943,0.080150254,2.4806426,-0.15960741,2.4057717,2.222469,6.624832,0.36656517,0.8229327,1.8171252,6.183143,5
-421.9999,24.003435,-24.181904,3.0544374,-9.963331,-2.0846248,-15.256247,-17.394619,-4.924796,-1.0656857,-0.62382674,-5.1559596,4.9531627,6.485421,1.742377,9.471509,0.8997742,6.83494,11.768742,15.136463,7.004354,2.3558726,1.9464551,2.8689272,-1.0593834,8.514686,3.6888547,3.8585064,2.3975601,6.598651,3.0578136,1.955505,1.7262682,3.4284492,4.617901,6.094876,2.1122506,4.520031,2.6520383,4.705842,5
-462.12698,43.070457,0.51525736,14.211095,-0.8746589,-1.3497125,-3.082162,-4.4354124,-9.007673,-3.1231225,2.830019,-5.6190753,-2.2381139,1.0025071,-8.6621,4.2377734,-2.3626008,0.16547962,0.4458396,2.2445056,-0.78630877,1.3515553,-0.36194807,5.8695745,0.53862166,4.528853,0.010271386,4.4079475,1.8920621,5.8419576,3.7121599,3.236865,1.3819689,7.8327947,5.660608,5.365214,3.1393263,3.4535027,2.7108438,5.286661,6
